chunk_id,chunk_text,head,head_type,relation,relation_url,tail,tail_type,confidence,jsonld
75,一土墙下枯井旁找到糜夫人。糜夫人身受重伤。云要保其回营，糜夫人恐拖累赵云，将阿斗托与赵云，投井而死。云推倒土墙盖住枯井，怀抱阿斗，在曹军中奋勇冲杀，直透重围。第三十集：舌战群儒曹操在山上观战，见赵云勇不可当，下令：“擒拿赵子龙，不许放冷箭，只许活捉。”云趁势砍杀，冲出重围，至长坂桥遇张飞，将阿斗交与刘备手中。张飞在桥上令二十余兵砍下树枝，拴在马尾上，在树林内往来驰骋，掀起尘埃，虚张声势。他怒目横矛，立马桥上。曹军见尘土飞扬，疑有伏兵，不敢上前。张飞怒喝一声，曹将夏侯杰惊得肝胆碎裂，倒于马下，曹操大惊，惶乱中拨马而逃。建安十三年（公元208年），在曹操大军的威逼之下，荆州刘表之子刘琮献城降曹。,糜,人物,对手,,刘琮,人物,0.9245,{}
75,一土墙下枯井旁找到糜夫人。糜夫人身受重伤。云要保其回营，糜夫人恐拖累赵云，将阿斗托与赵云，投井而死。云推倒土墙盖住枯井，怀抱阿斗，在曹军中奋勇冲杀，直透重围。第三十集：舌战群儒曹操在山上观战，见赵云勇不可当，下令：“擒拿赵子龙，不许放冷箭，只许活捉。”云趁势砍杀，冲出重围，至长坂桥遇张飞，将阿斗交与刘备手中。张飞在桥上令二十余兵砍下树枝，拴在马尾上，在树林内往来驰骋，掀起尘埃，虚张声势。他怒目横矛，立马桥上。曹军见尘土飞扬，疑有伏兵，不敢上前。张飞怒喝一声，曹将夏侯杰惊得肝胆碎裂，倒于马下，曹操大惊，惶乱中拨马而逃。建安十三年（公元208年），在曹操大军的威逼之下，荆州刘表之子刘琮献城降曹。,刘表,人物,对手,,刘琮,人物,0.9075,{}
76,操大惊，惶乱中拨马而逃。建安十三年（公元208年），在曹操大军的威逼之下，荆州刘表之子刘琮献城降曹。刘备弃樊城携民渡江，败走汉津，投江夏刘琦处暂避。曹操乘胜率八十三万大军威逼江东，陈兵长江北岸，虎视江东六郡。消息传来，东吴朝野一片震惊，武将要战，文官主降，争论不休。孙权不甘降曹，又恐力量不敌，举棋不定。鲁子敬力排众议，愿亲到江夏，搬请诸葛亮共议破曹大计。孙权因刘备两次打败曹操，急于摸清曹军兵力，同意鲁肃去江夏探听虚实。诸葛亮于是决定只身入吴，要凭三寸不烂之舌，去说孙、曹两家互相吞并。诸葛亮在鲁肃邀请下出使东吴，东吴众臣蔑视孔明，在谒见孙权之前，先安排他在集贤堂与众官相会，想杀杀他的威风。,刘表,人物,君主,,刘琮,人物,0.5348,{}
76,操大惊，惶乱中拨马而逃。建安十三年（公元208年），在曹操大军的威逼之下，荆州刘表之子刘琮献城降曹。刘备弃樊城携民渡江，败走汉津，投江夏刘琦处暂避。曹操乘胜率八十三万大军威逼江东，陈兵长江北岸，虎视江东六郡。消息传来，东吴朝野一片震惊，武将要战，文官主降，争论不休。孙权不甘降曹，又恐力量不敌，举棋不定。鲁子敬力排众议，愿亲到江夏，搬请诸葛亮共议破曹大计。孙权因刘备两次打败曹操，急于摸清曹军兵力，同意鲁肃去江夏探听虚实。诸葛亮于是决定只身入吴，要凭三寸不烂之舌，去说孙、曹两家互相吞并。诸葛亮在鲁肃邀请下出使东吴，东吴众臣蔑视孔明，在谒见孙权之前，先安排他在集贤堂与众官相会，想杀杀他的威风。,刘表,人物,对手,,孔明,Text,0.5321,{}
76,操大惊，惶乱中拨马而逃。建安十三年（公元208年），在曹操大军的威逼之下，荆州刘表之子刘琮献城降曹。刘备弃樊城携民渡江，败走汉津，投江夏刘琦处暂避。曹操乘胜率八十三万大军威逼江东，陈兵长江北岸，虎视江东六郡。消息传来，东吴朝野一片震惊，武将要战，文官主降，争论不休。孙权不甘降曹，又恐力量不敌，举棋不定。鲁子敬力排众议，愿亲到江夏，搬请诸葛亮共议破曹大计。孙权因刘备两次打败曹操，急于摸清曹军兵力，同意鲁肃去江夏探听虚实。诸葛亮于是决定只身入吴，要凭三寸不烂之舌，去说孙、曹两家互相吞并。诸葛亮在鲁肃邀请下出使东吴，东吴众臣蔑视孔明，在谒见孙权之前，先安排他在集贤堂与众官相会，想杀杀他的威风。,刘琮,人物,对手,,孔明,Text,0.5286,{}
77,在鲁肃邀请下出使东吴，东吴众臣蔑视孔明，在谒见孙权之前，先安排他在集贤堂与众官相会，想杀杀他的威风。东吴重臣张昭、顾雍等知诸葛亮来意，纷纷向诸葛亮发难，气势汹汹，不可一世。诸葛亮面对群儒，从容不迫，对答如流，以降曹必亡，曹军可以打败之理，说服众臣，驳得张昭“瞠目结舌，无言答对”；虞翻“面红耳赤，低头不语”；步骘、薛琮“语塞口呆”。第三十一集：智激周瑜老将黄盖力主抗曹，他请孔明以孙、刘联兵破曹之策，说动孙权。诸葛亮为使孙权打消顾虑，增强抗曹信心，先以言词激之，后以权衡利害得失动之，使孙权接受破曹之计。,孔明,Text,君主,,亮,历史人物,0.4951,{}
81,未见成效，又想借曹操之手杀亮，又被亮识破。周瑜便诱请刘备过江，想借机杀之，因关羽跟随左右，未敢动手。刘备离东吴时，希亮同归，免遭不测，亮告备：“应立即调动船只、军马以备破曹之用。十一月二十甲子日为期，命赵云驾小舟来南屏山等候，切勿有误，待东南风起时，亮必归。”第三十三集：群英会周瑜接受鲁肃建议，决定待破曹之后再除孔明。瑜先派甘宁向曹操讨战，首战告捷，还亲自去窥探曹营水寨实情。曹操闻报大怒，要设计破吴，谋士蒋干自告奋勇往江东说降周瑜。周瑜知其来意，设宴款待，假意宣称蒋干乃瑜旧友，并非曹操说客，却暗中布置钓钩。瑜命太史慈监酒，宣称席前只叙友情，不谈国事，违令者即斩之。,刘备,历史人物,对手,,孔明,Text,0.9796,{}
83,时盛怒，将蔡瑁、张允斩首。待操省悟，方知中计，但为时已晚。曹军失去了水军都督，只好由于禁、毛玠接任。第三十四集：草船借箭周瑜此计，被诸葛亮看穿，这使周瑜更加忌恨，决心要除掉诸葛亮，以绝后患。他为难诸葛亮，限其十日监造十万枝箭，以作攻敌之用。诸葛亮从容不迫，反提出：大战在即，十日太多，改作三日即可。周瑜虽震惊，但心中暗喜，恐其有变，逼孔明立下军令状。鲁肃深为孔明担忧，而亮却若无其事，只请鲁肃助他二十只船，每船配军士三十人，备齐鼓乐，船上用青布为幔，船中用草束分布两侧，并嘱咐肃：“这次人命关天，千万不可让公瑾得知。”第三天凌晨，船向江北进发，五更时，大雾漫江，亮下令将船只靠近曹军水寨，一字摆开。,周,历史人物,对手,,孔明,Text,0.8602,{}
84,万不可让公瑾得知。”第三天凌晨，船向江北进发，五更时，大雾漫江，亮下令将船只靠近曹军水寨，一字摆开。亮在船舱与鲁肃饮酒，并弹奏古曲助兴，又命军士擂鼓呐喊，惊动了曹军水寨。曹操闻报，令弓弩手万箭齐发，船一侧受重倾斜，诸葛亮又令将船只掉头，继续受箭，箭均船平。大雾将消，亮下令返回。这时二十只船两边草束都已插满羽箭，十余万箭枝轻而易举地到手，按期交付，周瑜无可奈何地惊叹：“孔明神机妙算，吾不如也。”只好请诸葛亮协助，共同抗曹。,孔明,Text,对手,,诸葛亮,历史人物,0.9768,{}
85,而易举地到手，按期交付，周瑜无可奈何地惊叹：“孔明神机妙算，吾不如也。”只好请诸葛亮协助，共同抗曹。第三十五集：苦肉计蒋干盗书使曹操错杀水军都督蔡瑁、张允，草船借箭又令曹操平白折损十五六万枝羽箭，连续的失利使曹操极为恼火，遂采纳谋士荀攸的诈降计，派遣蔡瑁族弟蔡中、蔡和过江假降东吴作为内应。谁知此举仍在周瑜的预料之中，他借此将计就计，欲施苦肉计，以实现其火攻曹操的大计，奈何一时又找不到合适人选。正焦虑中，老将黄盖押粮归营，识破都督心事，自告奋勇，甘受肉刑。周瑜感动不已。次日，中军大帐内，周瑜在众将及蔡中、蔡和面前重责黄盖五十大棍。众将苦劝不住，只打得黄盖皮开肉绽，气息奄奄方止。,孔明,Text,对手,,周瑜,历史人物,0.9798,{}
88,中安排他与名士庞统相见。蒋干见此行又难立功，如将庞统荐与曹操，辅佐丞相以建功业，也算自己的一大功劳。二人商议已定，却是各怀心事来到曹营。曹操见庞统来到果然大喜，亲与庞统视察军中各寨，庞统相机处事，巧献连环计之后，又以去东吴劝众将来降为由，骗得丞相榜文，只身回东吴。就在庞统逍遥自得地走下江堤，正要上船之际，突然被人一把抓住，道出庞统真意。庞统顿时僵在那里。被识破心机的庞统回头一看，原来是进曹营一言不发的故友徐庶，方才放下心来。徐庶向他求教脱身之计，庞统授之，二人告别。在烟波浩渺的江上，庞统驾一叶扁舟，在暮色中远去。曹操按庞统的连环计将战船锁于一处，雄伟地并排于江面上，声势甚为壮观。,统,历史人物,对手,,东吴,Text,0.8263,{}
89,，庞统驾一叶扁舟，在暮色中远去。曹操按庞统的连环计将战船锁于一处，雄伟地并排于江面上，声势甚为壮观。曹操与群僚前来巡视，众僚齐声：“丞相南下，灭吴指日可待！”曹操喜不自禁，令天下第一乐师师勖重铸钟吕，恢复古乐，于当月十五日在楼船置酒设乐，以歌舞助军威。师勖领命，精工制作，稍有瑕疵，便一锤砸毁重铸。第三十七集：横槊赋诗十五日夜，风平浪静，皎如白日，曹操与众武将及百官幕僚在凝重浑厚的古乐声中，登上楼船，置酒作乐，舞姿豪放，鼓声隆隆，好不气派！身着红袍的曹操，踌躇满志，直抒豪情，横槊赋诗，对酒作歌。,庞,历史人物,君主,,师,历史人物,0.9589,{}
89,，庞统驾一叶扁舟，在暮色中远去。曹操按庞统的连环计将战船锁于一处，雄伟地并排于江面上，声势甚为壮观。曹操与群僚前来巡视，众僚齐声：“丞相南下，灭吴指日可待！”曹操喜不自禁，令天下第一乐师师勖重铸钟吕，恢复古乐，于当月十五日在楼船置酒设乐，以歌舞助军威。师勖领命，精工制作，稍有瑕疵，便一锤砸毁重铸。第三十七集：横槊赋诗十五日夜，风平浪静，皎如白日，曹操与众武将及百官幕僚在凝重浑厚的古乐声中，登上楼船，置酒作乐，舞姿豪放，鼓声隆隆，好不气派！身着红袍的曹操，踌躇满志，直抒豪情，横槊赋诗，对酒作歌。,庞,历史人物,君主,,曹操,人物,0.9527,{}
89,，庞统驾一叶扁舟，在暮色中远去。曹操按庞统的连环计将战船锁于一处，雄伟地并排于江面上，声势甚为壮观。曹操与群僚前来巡视，众僚齐声：“丞相南下，灭吴指日可待！”曹操喜不自禁，令天下第一乐师师勖重铸钟吕，恢复古乐，于当月十五日在楼船置酒设乐，以歌舞助军威。师勖领命，精工制作，稍有瑕疵，便一锤砸毁重铸。第三十七集：横槊赋诗十五日夜，风平浪静，皎如白日，曹操与众武将及百官幕僚在凝重浑厚的古乐声中，登上楼船，置酒作乐，舞姿豪放，鼓声隆隆，好不气派！身着红袍的曹操，踌躇满志，直抒豪情，横槊赋诗，对酒作歌。,师,历史人物,君主,,曹操,人物,0.9456,{}
90,船，置酒作乐，舞姿豪放，鼓声隆隆，好不气派！身着红袍的曹操，踌躇满志，直抒豪情，横槊赋诗，对酒作歌。诗尽歌罢，曹操酒意焕发，洋洋自得，笑问师勖，希望能得到他的赞赏，哪知师勖天性质朴，在赞誉丞相美诗之余，又直言指出诗中不祥之言。由此触怒曹操，只见他大喝一声，手起一槊，刺入师勖胸口。可怜一代乐师，因其真诚却不谙时务，便静静地躺在他尽心尽力为之服务的主子刀下。众臣惊骇万状，曹操也大叫一声，一头栽向甲板，醒后便以酒醉误伤之说了之。师勖得到的只是厚葬和丞相身上的那件红袍。新任水军都督毛玠、于禁请丞相阅兵。,曹,人物,君主,,操,历史人物,0.9703,{}
91,醒后便以酒醉误伤之说了之。师勖得到的只是厚葬和丞相身上的那件红袍。新任水军都督毛玠、于禁请丞相阅兵。曹操看罢江面上五队连环大船排演各种阵法，兵士在连锁铁舟上，来往自如，渡江踏浪如履平地，甚为欣慰，想想伐吴指日可待，必会一举成功，面呈自得，狂傲不可一世。谋士程昱提醒丞相谨防火攻，曹操大笑，令取火具点燃。北风甚急，点燃的火苗竟向程昱自己胸前烧来。曹操说隆冬时节只有西风、北风，不会有东风、南风，所以不必忧虑，众将齐赞丞相英明。东吴水师来战，曹操先用小船去战以试军情，又用连环大船出击，得胜而归。由此更增添了曹操此番必胜的信心和傲气。,东吴,Text,君主,,曹操,历史人物,0.6490,{}
93,大帐，只写了个十六字的秘方，周瑜便一跃而起。孔明让周瑜建一“七星坛”，他可借三天三夜东南大风与周郎。周瑜激动万分。对孔明借风一事，鲁肃此番已深信不疑，一切按孔明吩咐办，诸葛亮看着忠厚的鲁肃，面呈别离难舍之情。鲁肃正欲再问，孔明毅然转身，跣足登山上坛祭风去了。周瑜调兵遣将，一切布置完毕，只等东南风起。一天过去不见有风，将近黄昏，周郎心中也开始动摇。忽然东南风掀动帐幕，吴军所有战旗哗哗作响，齐齐飘回西北，周瑜骇然，一面发令攻曹，一面派丁奉、徐盛二人分水旱路直奔南屏山七星坛，见到孔明立即斩首。鲁肃大惊却阻止不住。,周瑜,历史人物,对手,,明,Text,0.7019,{}
93,大帐，只写了个十六字的秘方，周瑜便一跃而起。孔明让周瑜建一“七星坛”，他可借三天三夜东南大风与周郎。周瑜激动万分。对孔明借风一事，鲁肃此番已深信不疑，一切按孔明吩咐办，诸葛亮看着忠厚的鲁肃，面呈别离难舍之情。鲁肃正欲再问，孔明毅然转身，跣足登山上坛祭风去了。周瑜调兵遣将，一切布置完毕，只等东南风起。一天过去不见有风，将近黄昏，周郎心中也开始动摇。忽然东南风掀动帐幕，吴军所有战旗哗哗作响，齐齐飘回西北，周瑜骇然，一面发令攻曹，一面派丁奉、徐盛二人分水旱路直奔南屏山七星坛，见到孔明立即斩首。鲁肃大惊却阻止不住。,周瑜,历史人物,对手,,诸葛亮,历史人物,0.9271,{}
93,大帐，只写了个十六字的秘方，周瑜便一跃而起。孔明让周瑜建一“七星坛”，他可借三天三夜东南大风与周郎。周瑜激动万分。对孔明借风一事，鲁肃此番已深信不疑，一切按孔明吩咐办，诸葛亮看着忠厚的鲁肃，面呈别离难舍之情。鲁肃正欲再问，孔明毅然转身，跣足登山上坛祭风去了。周瑜调兵遣将，一切布置完毕，只等东南风起。一天过去不见有风，将近黄昏，周郎心中也开始动摇。忽然东南风掀动帐幕，吴军所有战旗哗哗作响，齐齐飘回西北，周瑜骇然，一面发令攻曹，一面派丁奉、徐盛二人分水旱路直奔南屏山七星坛，见到孔明立即斩首。鲁肃大惊却阻止不住。,周瑜,历史人物,对手,,孔明,Text,0.8746,{}
93,大帐，只写了个十六字的秘方，周瑜便一跃而起。孔明让周瑜建一“七星坛”，他可借三天三夜东南大风与周郎。周瑜激动万分。对孔明借风一事，鲁肃此番已深信不疑，一切按孔明吩咐办，诸葛亮看着忠厚的鲁肃，面呈别离难舍之情。鲁肃正欲再问，孔明毅然转身，跣足登山上坛祭风去了。周瑜调兵遣将，一切布置完毕，只等东南风起。一天过去不见有风，将近黄昏，周郎心中也开始动摇。忽然东南风掀动帐幕，吴军所有战旗哗哗作响，齐齐飘回西北，周瑜骇然，一面发令攻曹，一面派丁奉、徐盛二人分水旱路直奔南屏山七星坛，见到孔明立即斩首。鲁肃大惊却阻止不住。,明,Text,对手,,诸葛亮,历史人物,0.9658,{}
93,大帐，只写了个十六字的秘方，周瑜便一跃而起。孔明让周瑜建一“七星坛”，他可借三天三夜东南大风与周郎。周瑜激动万分。对孔明借风一事，鲁肃此番已深信不疑，一切按孔明吩咐办，诸葛亮看着忠厚的鲁肃，面呈别离难舍之情。鲁肃正欲再问，孔明毅然转身，跣足登山上坛祭风去了。周瑜调兵遣将，一切布置完毕，只等东南风起。一天过去不见有风，将近黄昏，周郎心中也开始动摇。忽然东南风掀动帐幕，吴军所有战旗哗哗作响，齐齐飘回西北，周瑜骇然，一面发令攻曹，一面派丁奉、徐盛二人分水旱路直奔南屏山七星坛，见到孔明立即斩首。鲁肃大惊却阻止不住。,明,Text,对手,,孔明,Text,0.9080,{}
93,大帐，只写了个十六字的秘方，周瑜便一跃而起。孔明让周瑜建一“七星坛”，他可借三天三夜东南大风与周郎。周瑜激动万分。对孔明借风一事，鲁肃此番已深信不疑，一切按孔明吩咐办，诸葛亮看着忠厚的鲁肃，面呈别离难舍之情。鲁肃正欲再问，孔明毅然转身，跣足登山上坛祭风去了。周瑜调兵遣将，一切布置完毕，只等东南风起。一天过去不见有风，将近黄昏，周郎心中也开始动摇。忽然东南风掀动帐幕，吴军所有战旗哗哗作响，齐齐飘回西北，周瑜骇然，一面发令攻曹，一面派丁奉、徐盛二人分水旱路直奔南屏山七星坛，见到孔明立即斩首。鲁肃大惊却阻止不住。,诸葛亮,历史人物,对手,,孔明,Text,0.9552,{}
95,下军令状。第三十九集：火烧赤壁东南风起，周瑜出兵前斩杀降将蔡和以血祭旗。黄盖率火船乘风直奔曹军水寨。曹操在战船楼台闻报江南一簇船帆隐隐而来。操笑曰：“公覆果不失信，此天助我也！”程昱说：“来船有诈，休叫进寨。”操曰：“何以知之？”程昱又说：“黄盖来信告知押粮船来降，如是粮船，则船必稳重而吃水深。今观来船，轻而且浮，更兼今夜东南风甚紧，倘若诈降，又用火攻，何以挡之？”曹操听后大悟，忙下令阻拦来船进寨。说时已迟，只见黄盖举弩放箭，下令各船点火冲寨。瞬间二十只火船撞入水寨，火趁风威，风助火势，曹寨中船只又被铁锁连环，无处逃避。曹操火中逃命，径奔乌林。,周瑜,历史人物,对手,,程昱,历史人物,0.9724,{}
98,着赏品，惟独关羽却面临着严厉的军法处置。就在关羽顺从领死之时，众将及刘备纷纷起身求情，诸葛亮方应允。逃至南郡的曹操惊魂初歇，痛定思痛，放声哀哭不已，大喊郭嘉，言：“若奉孝在，安能让我有如此的惨败！”最后留一密计给南郡守将曹仁，率军暂回许都。周瑜乘赤壁之胜，挥师攻打南郡。与此同时，刘备与诸葛亮亦屯兵油江口。周瑜疑孔明有取南郡之意，便携兵问之。诸葛亮授计刘备言激周瑜应下东吴取不下南郡，刘备可取的誓约。孤傲的周瑜一时赌气答应下来。周瑜派蒋钦、丁奉、徐盛去攻打南郡，不料被曹仁所败；派甘宁去取彝陵，又被围困在城中。周瑜大怒，亲统兵杀败曹军，夺了彝陵，并乘势把南郡城团团围住。,刘备,历史人物,对手,,孔明,Text,0.9533,{}
98,着赏品，惟独关羽却面临着严厉的军法处置。就在关羽顺从领死之时，众将及刘备纷纷起身求情，诸葛亮方应允。逃至南郡的曹操惊魂初歇，痛定思痛，放声哀哭不已，大喊郭嘉，言：“若奉孝在，安能让我有如此的惨败！”最后留一密计给南郡守将曹仁，率军暂回许都。周瑜乘赤壁之胜，挥师攻打南郡。与此同时，刘备与诸葛亮亦屯兵油江口。周瑜疑孔明有取南郡之意，便携兵问之。诸葛亮授计刘备言激周瑜应下东吴取不下南郡，刘备可取的誓约。孤傲的周瑜一时赌气答应下来。周瑜派蒋钦、丁奉、徐盛去攻打南郡，不料被曹仁所败；派甘宁去取彝陵，又被围困在城中。周瑜大怒，亲统兵杀败曹军，夺了彝陵，并乘势把南郡城团团围住。,刘备,历史人物,对手,,东,Text,0.9531,{}
98,着赏品，惟独关羽却面临着严厉的军法处置。就在关羽顺从领死之时，众将及刘备纷纷起身求情，诸葛亮方应允。逃至南郡的曹操惊魂初歇，痛定思痛，放声哀哭不已，大喊郭嘉，言：“若奉孝在，安能让我有如此的惨败！”最后留一密计给南郡守将曹仁，率军暂回许都。周瑜乘赤壁之胜，挥师攻打南郡。与此同时，刘备与诸葛亮亦屯兵油江口。周瑜疑孔明有取南郡之意，便携兵问之。诸葛亮授计刘备言激周瑜应下东吴取不下南郡，刘备可取的誓约。孤傲的周瑜一时赌气答应下来。周瑜派蒋钦、丁奉、徐盛去攻打南郡，不料被曹仁所败；派甘宁去取彝陵，又被围困在城中。周瑜大怒，亲统兵杀败曹军，夺了彝陵，并乘势把南郡城团团围住。,孔明,Text,对手,,东,Text,0.9208,{}
101,都督前约，已把南郡夺了。周瑜大怒，喝令攻城！赵云及众兵将满弓以对，鲁肃见状，劝周瑜先夺取荆州、襄阳。周瑜依鲁肃言派将刚毕，就有探马先后来报：荆州被张飞取了；襄阳也落入刘备之手。周瑜闻言面无血色，急问原由，探马将诸葛亮如何取二城经过一说，周瑜大叫一声：气死我也！仰身栽落马下。第四十一集：力夺四郡南郡之战中，诸葛亮趁周瑜与曹仁厮杀苦战之际，派大将赵云智取南郡，并利用夺得之兵符，又一举袭取了荆、襄二城。周瑜气急，箭疮迸裂，吐血坠马，待他从昏迷中醒来之时，立即要起兵与诸葛亮决一雌雄。鲁肃考虑到如孙刘两家相拼，曹操必会乘虚而入报赤壁之仇，便自荐去荆州以道理说服刘备、孔明，周瑜只好应允。,孔明,Text,对手,,周瑜,历史人物,0.9281,{}
102,肃考虑到如孙刘两家相拼，曹操必会乘虚而入报赤壁之仇，便自荐去荆州以道理说服刘备、孔明，周瑜只好应允。鲁肃来到荆州受到刘备热诚的接待，待鲁肃理直气壮地说出荆襄之事时，却又被孔明以更充分的理由驳倒。鲁肃只好作罢，等待刘琦公子病逝后再谈归还之事。刘备、诸葛亮夺取荆、襄、南郡之后，广招贤士，商议久远之计，刘备听从伊籍、马良建议，表奏公子刘琦为荆州刺史，以安民心，然后实行南征长沙、桂阳、武陵、零陵四郡，积收钱粮，以为根本的战略。诸葛亮命关羽镇守荆州，亲率张飞、赵云首先攻取零陵。零陵太守刘度父子听从大将邢道荣之言与诸葛亮摆开阵势。赵云只一箭便刺死邢道荣，刘度父子只好负荆而降。,刘备,历史人物,君主,,孔明,Text,0.7771,{}
102,肃考虑到如孙刘两家相拼，曹操必会乘虚而入报赤壁之仇，便自荐去荆州以道理说服刘备、孔明，周瑜只好应允。鲁肃来到荆州受到刘备热诚的接待，待鲁肃理直气壮地说出荆襄之事时，却又被孔明以更充分的理由驳倒。鲁肃只好作罢，等待刘琦公子病逝后再谈归还之事。刘备、诸葛亮夺取荆、襄、南郡之后，广招贤士，商议久远之计，刘备听从伊籍、马良建议，表奏公子刘琦为荆州刺史，以安民心，然后实行南征长沙、桂阳、武陵、零陵四郡，积收钱粮，以为根本的战略。诸葛亮命关羽镇守荆州，亲率张飞、赵云首先攻取零陵。零陵太守刘度父子听从大将邢道荣之言与诸葛亮摆开阵势。赵云只一箭便刺死邢道荣，刘度父子只好负荆而降。,刘备,历史人物,君主,,刘,人物,0.7339,{}
102,肃考虑到如孙刘两家相拼，曹操必会乘虚而入报赤壁之仇，便自荐去荆州以道理说服刘备、孔明，周瑜只好应允。鲁肃来到荆州受到刘备热诚的接待，待鲁肃理直气壮地说出荆襄之事时，却又被孔明以更充分的理由驳倒。鲁肃只好作罢，等待刘琦公子病逝后再谈归还之事。刘备、诸葛亮夺取荆、襄、南郡之后，广招贤士，商议久远之计，刘备听从伊籍、马良建议，表奏公子刘琦为荆州刺史，以安民心，然后实行南征长沙、桂阳、武陵、零陵四郡，积收钱粮，以为根本的战略。诸葛亮命关羽镇守荆州，亲率张飞、赵云首先攻取零陵。零陵太守刘度父子听从大将邢道荣之言与诸葛亮摆开阵势。赵云只一箭便刺死邢道荣，刘度父子只好负荆而降。,刘备,历史人物,君主,,琦,历史人物,0.8813,{}
102,肃考虑到如孙刘两家相拼，曹操必会乘虚而入报赤壁之仇，便自荐去荆州以道理说服刘备、孔明，周瑜只好应允。鲁肃来到荆州受到刘备热诚的接待，待鲁肃理直气壮地说出荆襄之事时，却又被孔明以更充分的理由驳倒。鲁肃只好作罢，等待刘琦公子病逝后再谈归还之事。刘备、诸葛亮夺取荆、襄、南郡之后，广招贤士，商议久远之计，刘备听从伊籍、马良建议，表奏公子刘琦为荆州刺史，以安民心，然后实行南征长沙、桂阳、武陵、零陵四郡，积收钱粮，以为根本的战略。诸葛亮命关羽镇守荆州，亲率张飞、赵云首先攻取零陵。零陵太守刘度父子听从大将邢道荣之言与诸葛亮摆开阵势。赵云只一箭便刺死邢道荣，刘度父子只好负荆而降。,孔明,Text,君主,,刘,人物,0.7856,{}
102,肃考虑到如孙刘两家相拼，曹操必会乘虚而入报赤壁之仇，便自荐去荆州以道理说服刘备、孔明，周瑜只好应允。鲁肃来到荆州受到刘备热诚的接待，待鲁肃理直气壮地说出荆襄之事时，却又被孔明以更充分的理由驳倒。鲁肃只好作罢，等待刘琦公子病逝后再谈归还之事。刘备、诸葛亮夺取荆、襄、南郡之后，广招贤士，商议久远之计，刘备听从伊籍、马良建议，表奏公子刘琦为荆州刺史，以安民心，然后实行南征长沙、桂阳、武陵、零陵四郡，积收钱粮，以为根本的战略。诸葛亮命关羽镇守荆州，亲率张飞、赵云首先攻取零陵。零陵太守刘度父子听从大将邢道荣之言与诸葛亮摆开阵势。赵云只一箭便刺死邢道荣，刘度父子只好负荆而降。,孔明,Text,君主,,琦,历史人物,0.8796,{}
102,肃考虑到如孙刘两家相拼，曹操必会乘虚而入报赤壁之仇，便自荐去荆州以道理说服刘备、孔明，周瑜只好应允。鲁肃来到荆州受到刘备热诚的接待，待鲁肃理直气壮地说出荆襄之事时，却又被孔明以更充分的理由驳倒。鲁肃只好作罢，等待刘琦公子病逝后再谈归还之事。刘备、诸葛亮夺取荆、襄、南郡之后，广招贤士，商议久远之计，刘备听从伊籍、马良建议，表奏公子刘琦为荆州刺史，以安民心，然后实行南征长沙、桂阳、武陵、零陵四郡，积收钱粮，以为根本的战略。诸葛亮命关羽镇守荆州，亲率张飞、赵云首先攻取零陵。零陵太守刘度父子听从大将邢道荣之言与诸葛亮摆开阵势。赵云只一箭便刺死邢道荣，刘度父子只好负荆而降。,刘,人物,君主,,琦,历史人物,0.8360,{}
103,。零陵太守刘度父子听从大将邢道荣之言与诸葛亮摆开阵势。赵云只一箭便刺死邢道荣，刘度父子只好负荆而降。刘备又得一郡十分欢喜，他面对众将说，桂阳何人敢取？赵云、张飞都愿往，孔明派赵云去，张飞不服，嚷着要抓阄来定，到头还是他输了。张飞悻悻之时，孔明又派他去取武陵，张飞大喜，并依军师言，都立军令状出征。桂阳太守赵范献城与赵云，并与赵云结为兄弟，赵范见赵云正合寡居家嫂的再婚条件，便有心成全好事，谁料却被赵云认为是乱人伦，悖纲常的错事，怒而责之。赵范之嫂闻言羞而悬梁。与此同时张飞也轻易夺回武陵。两处战报传入荆州，关羽即上书刘备，请命攻打长沙。,孔明,Text,对手,,刘,历史人物,0.6836,{}
104,。赵范之嫂闻言羞而悬梁。与此同时张飞也轻易夺回武陵。两处战报传入荆州，关羽即上书刘备，请命攻打长沙。孔明告知关羽，长沙有一员老将黄忠，有万夫不当之勇，且文韬武略无一不精，嘱其不可大意。关羽傲而不悦，只带五百校刀手前往。关羽在长沙城下一刀斩杨龄于马下，却与黄忠大战百余回合不分胜负，来日又战，关羽用拖刀计将黄忠置于死地却没有杀他。黄忠施百步穿杨之绝技射中关羽的盔缨。太守韩玄怒责黄忠通敌，将其绑缚杀场。魏延救下黄忠，杀死韩玄，大开城门迎接关羽。刘备、孔明入城，惟独不见黄忠，便亲去探望，见老将军仰卧于梅花丛中的石凳上，赤裸上身，白须白发散落凳下，汗巾蒙面，仰对苍天。,刘备,历史人物,对手,,孔明,Text,0.8592,{}
